year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Florida,11600,10100,207100,0,1168900,18000,0,0,0,13929200,353300,133600
2017,Florida,15900,13400,219700,0,1318500,16800,0,0,0,14267800,369900,131600
2018,Florida,27400,17400,226900,0,1423900,15500,0,0,0,14541500,386500,135600
2019,Florida,40300,20400,235300,0,1486600,14200,0,0,0,14726700,408500,139200
2020,Florida,58200,22400,248500,0,1513000,13100,0,0,0,14925500,433700,127300
2021,Florida,95600,32200,287000,129300,1154600,600,100,0,0,15595900,336900,97400
2022,Florida,168000,45800,338700,150900,1137200,400,100,0,0,15846500,343500,97200
