year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Michigan,1600,11600,64900,0,1186000,19800,0,0,0,6902900,190800,81100
2017,Michigan,2500,12000,72000,0,1300200,17400,0,0,0,6879500,342300,75100
2018,Michigan,4200,12300,79000,0,1351800,15300,0,0,0,6879900,285300,70300
2019,Michigan,6600,12400,86500,0,1353800,13100,0,0,0,6786400,224900,67800
2020,Michigan,10600,12500,93400,0,1348900,11200,0,0,0,6728600,217400,62100
2021,Michigan,17500,17200,106400,52100,912200,500,100,0,0,7067400,173200,51600
2022,Michigan,33100,24300,122800,62800,905700,300,100,0,0,7071800,175400,49600
