year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,South Carolina,800,1200,39300,0,373900,16100,0,0,0,3814700,102900,67900
2017,South Carolina,1200,1600,41900,0,426200,15000,0,0,0,3869600,107800,64600
2018,South Carolina,2000,2200,43800,0,462200,14100,0,0,0,3906000,112500,61700
2019,South Carolina,3000,2600,46500,0,493800,13000,0,0,0,3954600,119000,59600
2020,South Carolina,4400,3000,49700,0,515600,12200,0,0,0,4004100,127200,56200
2021,South Carolina,7400,4700,57400,32100,411800,400,100,0,0,4200600,104900,46000
2022,South Carolina,13500,6700,66800,38300,411400,100,100,0,0,4254700,107600,45500
