year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Maine,300,1000,17900,0,104700,1700,0,0,0,1011700,31000,12900
2017,Maine,500,1300,18900,0,120700,1600,0,0,0,1013200,31200,12300
2018,Maine,800,1800,19600,0,132700,1400,0,0,0,1006500,31100,11700
2019,Maine,1300,2200,20600,0,141300,1300,0,0,0,1002000,32500,11200
2020,Maine,1900,2800,22400,0,148500,1200,0,0,0,1001700,34600,10900
2021,Maine,3000,4200,25500,9100,112200,100,0,0,0,1044300,27400,8900
2022,Maine,5000,5700,28900,10500,109100,0,0,0,0,1028100,26800,7900
