year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Washington,14900,6400,143400,0,304100,24400,0,0,0,5329200,272100,133900
2017,Washington,21000,9800,165100,0,362100,23000,0,0,0,5557300,287500,119700
2018,Washington,30200,13700,177800,0,387400,21400,0,0,0,5608000,295400,110600
2019,Washington,40400,16100,193400,0,408800,19600,0,0,0,5612100,308700,100300
2020,Washington,50500,18400,211300,0,424000,18700,0,0,0,5687600,326300,95300
2021,Washington,66800,24300,240000,59000,359700,600,100,0,0,5792000,283600,64400
2022,Washington,104100,31400,270200,67500,348300,100,100,0,0,5650700,277400,52700
