year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,New Jersey,4200,5500,80900,0,470400,4400,0,0,0,6001300,111500,51600
2017,New Jersey,6900,8100,84900,0,508700,4100,0,0,0,6137800,110500,50300
2018,New Jersey,13400,10800,89200,0,540100,3800,0,0,0,6333400,109700,50700
2019,New Jersey,20200,11700,99900,0,561100,3300,0,0,0,6384100,110900,51400
2020,New Jersey,30400,12800,104600,0,548400,2900,0,0,0,6227300,106700,47000
2021,New Jersey,47800,18500,121500,23900,412200,500,100,0,0,6346100,86400,38100
2022,New Jersey,87000,26800,142600,25900,404200,300,0,0,0,6339500,85500,36900
