year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Oklahoma,600,700,24800,0,599800,20300,0,0,0,3277300,171700,73100
2017,Oklahoma,1200,900,25900,0,624400,18800,0,0,0,3238300,175100,67200
2018,Oklahoma,3700,1300,27800,0,629100,17100,0,0,0,3204200,178300,64500
2019,Oklahoma,3400,1600,28500,0,621500,15700,0,0,0,3228200,186900,62000
2020,Oklahoma,3400,1800,30100,0,574100,14800,0,0,0,3126100,190800,60600
2021,Oklahoma,7100,6900,38700,50700,391100,2400,300,0,0,3429700,148500,48700
2022,Oklahoma,16300,11500,47000,60200,380800,2000,300,0,0,3538100,147500,46200
