year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Hawaii,4200,1200,22600,0,43600,1500,0,0,0,953300,17800,7400
2017,Hawaii,5400,1700,23700,0,48400,1300,0,0,0,961200,18100,7000
2018,Hawaii,6600,2400,24800,0,52100,1100,0,0,0,969000,17800,6900
2019,Hawaii,8800,2900,25800,0,55600,1000,0,0,0,970900,17900,6800
2020,Hawaii,10700,3200,26400,0,52700,900,0,100,0,948300,18000,6000
2021,Hawaii,14200,4500,28800,2800,42200,100,0,0,0,968200,15700,4300
2022,Hawaii,19800,5600,32600,3100,39900,0,0,0,0,960000,15500,4000
