year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,North Dakota,0,100,3400,0,118500,5100,0,0,0,566300,51900,20200
2017,North Dakota,100,200,3700,0,128400,4700,0,0,0,566800,53500,17700
2018,North Dakota,100,200,3700,0,133300,4300,0,0,0,560300,54700,15900
2019,North Dakota,200,200,4000,0,135800,4000,0,0,0,563900,56700,14000
2020,North Dakota,200,300,4400,0,135600,3700,0,0,0,567200,57700,12500
2021,North Dakota,400,400,5400,16000,95700,100,0,0,0,607000,42800,9000
2022,North Dakota,600,600,6600,18300,93500,0,0,0,0,614300,43800,7800
