year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,New Hampshire,400,1000,19200,0,100900,1800,0,0,0,1132600,34300,16900
2017,New Hampshire,600,1500,20300,0,113100,1600,0,0,0,1138200,33600,16100
2018,New Hampshire,1200,2000,20700,0,124700,1400,0,0,0,1145600,33600,15800
2019,New Hampshire,1900,2200,21900,0,133100,1300,0,0,0,1156800,35000,15700
2020,New Hampshire,2700,2500,23300,0,135900,1200,0,0,0,1159600,37600,15800
2021,New Hampshire,4000,3500,27000,11300,102800,200,0,0,0,1187400,29300,12700
2022,New Hampshire,7000,4800,31100,12900,95400,100,0,0,0,1180700,29400,12300
