year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Georgia,18000,4000,86400,0,710700,26900,0,0,0,7377700,206700,114800
2017,Georgia,14400,5200,92200,0,793600,25100,0,0,0,7435300,218100,108000
2018,Georgia,15900,7000,97100,0,852500,23400,0,0,0,7500000,230100,104100
2019,Georgia,19000,8400,101800,0,890400,22000,0,0,0,7552700,237500,101800
2020,Georgia,23500,9400,109000,0,919400,21000,0,0,0,7665100,252800,97600
2021,Georgia,34000,13600,128200,70200,745200,700,300,0,0,8123100,203200,81200
2022,Georgia,60100,18100,147200,82500,745000,300,300,0,0,8204500,205900,78500
