year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Rhode Island,300,600,11000,0,44300,700,0,0,0,778200,14000,8500
2017,Rhode Island,400,800,11800,0,49600,600,0,0,0,776800,13300,7900
2018,Rhode Island,700,1200,12400,0,55500,600,0,0,0,792000,13200,7800
2019,Rhode Island,1100,1300,13100,0,57700,500,0,0,0,792000,13100,7800
2020,Rhode Island,1600,1600,14100,0,59100,500,0,0,0,785400,13300,7500
2021,Rhode Island,2500,2400,16300,2500,44100,100,0,0,0,796100,11300,6300
2022,Rhode Island,4300,3400,18600,2800,43100,0,0,0,0,782500,11200,6100
