year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Pennsylvania,3200,5400,103200,0,776400,15300,0,0,0,8767400,223100,90200
2017,Pennsylvania,4400,7500,110100,0,846200,13400,0,0,0,8728400,224600,82400
2018,Pennsylvania,8000,9500,114800,0,893300,11900,0,0,0,8661000,227000,77500
2019,Pennsylvania,12000,11200,126300,0,931800,10500,0,0,0,8676900,234000,72900
2020,Pennsylvania,17500,12800,140800,0,953200,9600,0,0,0,8781500,241000,69500
2021,Pennsylvania,26800,17800,168200,58600,723000,1200,100,0,0,9035500,195000,51000
2022,Pennsylvania,47400,25400,199600,68100,698500,500,100,0,0,8888900,191700,45100
