year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Louisiana,400,500,17700,0,469700,11900,0,0,0,3047300,152400,36600
2017,Louisiana,600,700,18700,0,512300,10500,0,0,0,3055100,155900,33900
2018,Louisiana,900,900,19000,0,539200,9500,0,0,0,3034700,158400,32200
2019,Louisiana,1400,1000,19800,0,554400,8500,0,0,0,3030400,162300,30800
2020,Louisiana,2000,1200,21600,0,556600,7700,0,0,0,3039100,164900,28000
2021,Louisiana,3200,2000,26000,54400,413200,300,0,0,0,3185200,115000,20700
2022,Louisiana,5900,2900,31400,60100,397500,100,0,0,0,3159000,115400,19900
