year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Massachusetts,3600,5200,98300,0,315600,3400,0,0,0,4623900,79000,38800
2017,Massachusetts,5600,7900,103600,0,356300,3000,0,0,0,4667100,76900,37800
2018,Massachusetts,10300,11600,107000,0,387200,2600,0,0,0,4667700,74200,37500
2019,Massachusetts,14100,12900,112400,0,400100,2300,0,0,0,4613000,72600,36800
2020,Massachusetts,21000,15600,122600,0,418900,2100,0,0,0,4697000,75500,36800
2021,Massachusetts,30500,22200,138800,17500,306900,400,0,0,0,4816400,59700,30800
2022,Massachusetts,49400,30500,158600,19500,297000,200,0,0,0,4777600,59300,30200
