year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Ohio,2600,4400,91900,0,909400,21600,0,0,0,8740000,209700,109200
2017,Ohio,3700,5600,98600,0,1010100,19500,0,0,0,8722000,215300,101200
2018,Ohio,6400,7200,104900,0,1075400,17600,0,0,0,8725900,220800,96000
2019,Ohio,10200,8600,114500,0,1127400,15800,0,0,0,8735800,231500,92200
2020,Ohio,14500,9500,124100,0,1153500,14100,0,0,0,8690900,240900,88900
2021,Ohio,21200,13100,143700,54600,875100,1200,100,0,0,9019200,199200,68800
2022,Ohio,34100,17800,165700,63400,868500,700,100,0,0,8868300,197000,62700
