year,state,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown
2016,Indiana,1300,2400,54500,0,569300,19900,0,0,0,4855200,156800,82500
2017,Indiana,1900,3200,59700,0,645000,17900,0,0,0,4880700,161600,76900
2018,Indiana,3400,4100,64000,0,698200,16100,0,0,0,4881200,168300,73400
2019,Indiana,5100,4700,68900,0,745100,14500,0,0,0,4887900,175900,70700
2020,Indiana,7000,5300,75300,0,774400,13400,0,0,0,4916700,183700,70300
2021,Indiana,10400,7500,88200,41100,587400,800,100,0,0,5149000,151600,61000
2022,Indiana,17700,10100,100900,49100,587100,300,0,0,0,5116800,153500,58900
