year,state,population,electric,phev,hev,biodiesel,ethanol,cng,propane,hydrogen,methanol,gasoline,diesel,unknown,total_vehicles,ev_adoption_rate,gas_adoption_rate,ev_growth_rate,gas_growth_rate
2020,California,39503200.0,425300,265500,1228700,0,1745100,75300,0,14000,300,29642700,825900,116700,34339500,0.0123851541228031,0.8632245664613637,0.19254123851191074,-0.00491914510972602
2020,Colorado,5785219.0,24700,10800,96500,0,447000,11400,0,0,0,4263300,249700,89600,5193000,0.0047564028499903,0.8209705372616984,0.3004302667051797,-0.008808220450893689
2020,Connecticut,3577586.0,9000,6200,49600,0,199300,2000,0,0,0,2577600,53000,26100,2922800,0.0030792390858081,0.8818940741754482,0.3266165261423304,-0.004251551845428914
2020,Delaware,991862.0,1900,1500,14800,0,89700,1000,0,0,0,780600,17900,6600,914000,0.0020787746170678,0.8540481400437637,0.4309964652415761,-0.0056106160224250745
2020,District of Columbia,,2400,1600,14300,0,21900,200,0,0,0,274400,2300,1200,318300,0.0075400565504241,0.8620797989318253,0.37941145669704923,-0.008442620369367604
2020,Florida,21591299.0,58200,22400,248500,0,1513000,13100,0,0,0,14925500,433700,127300,17341700,0.0033560723573813,0.8606710991425293,0.4216422438543044,-0.002309514848408245
2020,Georgia,10732390.0,23500,9400,109000,0,919400,21000,0,0,0,7665100,252800,97600,9097800,0.0025830420541229,0.8425223680450219,0.21451918393223002,-0.00343482103525794
2020,Hawaii,1451181.0,10700,3200,26400,0,52700,900,0,100,0,948300,18000,6000,1066300,0.0100346994279283,0.8893369595798556,0.24259226893335684,-0.0018431508351338666
2020,Idaho,1849339.0,2300,1700,24900,0,156300,9900,0,0,0,1480700,155700,26900,1858400,0.0012376237623762,0.7967606543263022,0.4002939356435262,-0.0076533797544514615
2020,Illinois,12790357.0,26000,13000,190600,0,1154700,12100,0,0,0,8533600,213600,90600,10234200,0.0025405014559027,0.8338316624650681,0.3621431666231647,-0.004307293373478682
2020,Indiana,6789098.0,7000,5300,75300,0,774400,13400,0,0,0,4916700,183700,70300,6046100,0.0011577711251881,0.8132018987446453,0.35590889735768894,-0.006302849726463888
2020,Iowa,3190904.0,2300,2600,36400,0,459900,9500,0,0,0,2402200,125300,69100,3107300,0.000740192450037,0.773082740643002,0.42736861584011177,-0.005267322248668327
2020,Kansas,2938124.0,3100,2400,34000,0,324700,10600,0,0,0,2086800,102900,27700,2592200,0.001195895378443,0.8050304760435152,0.34319849179657824,-0.006907392787730893
2020,Kentucky,4508155.0,2600,2100,41300,0,458800,10900,0,0,0,3281300,133700,36500,3967200,0.0006553740673522,0.8271072796934866,0.3706286284374638,-0.007041455454835921
2020,Louisiana,4652022.0,2000,1200,21600,0,556600,7700,0,0,0,3039100,164900,28000,3821100,0.000523409489414,0.7953468896391092,0.42389812955883666,-0.00040979280639152904
2020,Maine,1364517.0,1900,2800,22400,0,148500,1200,0,0,0,1001700,34600,10900,1224000,0.0015522875816993,0.8183823529411764,0.447687280040183,-0.009773687918281038
2020,Maryland,6173689.0,18000,11900,109700,0,406600,4100,0,0,0,4136000,111700,37900,4835900,0.0037221613350151,0.855269960090159,0.33777862163476247,-0.0027841075819674543
2020,Massachusetts,6997713.0,21000,15600,122600,0,418900,2100,0,0,0,4697000,75500,36800,5389500,0.0038964653492902,0.8715094164579275,0.4547356660804014,-0.005462850613955794
2020,Michigan,10070627.0,10600,12500,93400,0,1348900,11200,0,0,0,6728600,217400,62100,8484700,0.0012493075771683,0.7930274494089361,0.6187051130537924,-0.000711093713822164
2020,Minnesota,5710578.0,10400,6700,83800,0,722800,9100,0,0,0,4162400,161700,43000,5199900,0.0020000384622781,0.8004769322486971,0.3451947002977065,-0.006901594379365328
2020,Mississippi,2958409.0,800,700,15800,0,381000,5000,0,0,0,2197800,99600,13800,2714500,0.000294713575244,0.809651869589243,0.5704107570454648,-0.004451044791111358
2020,Missouri,6154426.0,6700,5300,77600,0,744100,14000,0,0,0,4442300,212200,52100,5554300,0.0012062726176115,0.7997947536143168,0.4138499790748664,0.00047508907426041525
2020,Montana,1087211.0,900,600,11200,0,130600,3600,0,0,0,714000,93100,16400,970400,0.0009274525968672,0.7357790601813685,0.285316806029984,-0.005601467982800812
2020,Nebraska,1963273.0,1800,1300,20200,0,262800,7200,0,0,0,1482500,90400,31700,1897900,0.0009484166710574,0.7811265082459561,0.3723589230201074,-0.004824195962432776
2020,Nevada,3115840.0,11000,4200,42900,0,183700,5100,0,0,0,2036400,99100,28900,2411300,0.0045618546012524,0.8445237009082238,0.38801644367476573,-0.0037388987666384654
2020,New Hampshire,1378702.0,2700,2500,23300,0,135900,1200,0,0,0,1159600,37600,15800,1378600,0.0019585086319454,0.8411431887422023,0.41002313559906267,-0.00535981338134639
2020,New Jersey,9272392.0,30400,12800,104600,0,548400,2900,0,0,0,6227300,106700,47000,7080100,0.0042937246649058,0.8795497238739566,0.5394915969330423,-0.002173081541718025
2020,New Mexico,2118488.0,2600,1900,28500,0,197900,6000,0,0,0,1490700,108100,30300,1866000,0.0013933547695605,0.7988745980707396,0.36189428555308845,-0.004569232369048271
2020,New York,20104710.0,32600,32600,192700,0,1020500,6200,0,0,0,9890800,189900,102600,11467900,0.0028427174984086,0.862477001020239,0.4210126792480009,-0.0019354648445549794
2020,North Carolina,10453812.0,16200,9300,133400,0,878800,19700,0,0,0,7376600,256300,93400,8783700,0.0018443252843334,0.8398055489144666,0.3774088996350078,-0.004871030089767858
2020,North Dakota,779563.0,200,300,4400,0,135600,3700,0,0,0,567200,57700,12500,781600,0.0002558853633572,0.7256908904810645,-0.003582395087046719,0.002248741809989463
2020,Ohio,11798292.0,14500,9500,124100,0,1153500,14100,0,0,0,8690900,240900,88900,10336400,0.0014028094887968,0.8408053093920513,0.4215136153141741,-0.005178268976368194
2020,Oklahoma,3965234.0,3400,1800,30100,0,574100,14800,0,0,0,3126100,190800,60600,4001700,0.000849638903466,0.7811929929779844,0.036509483469608695,0.0037272462282644803
2020,Oregon,4245044.0,22800,11800,106100,0,222000,10900,0,0,0,2990200,246200,82600,3692600,0.0061745111845312,0.8097817256133889,0.25299880958005994,-0.01164557508873243
2020,Pennsylvania,12995477.0,17500,12800,140800,0,953200,9600,0,0,0,8781500,241000,69500,10225900,0.0017113408110777,0.8587508189988168,0.4368987896746237,-0.002820160206470246
2020,Rhode Island,1096444.0,1600,1600,14100,0,59100,500,0,0,0,785400,13300,7500,883100,0.0018117993432227,0.8893670026044616,0.4603102706375972,-0.004403049862227726
2020,South Carolina,5132151.0,4400,3000,49700,0,515600,12200,0,0,0,4004100,127200,56200,4772400,0.0009219679825664,0.8390118179532311,0.44198865699994827,-0.004519458094786932
2020,South Dakota,887852.0,400,500,7200,0,139400,4100,0,0,0,688400,65500,19500,925000,0.0004324324324324,0.7442162162162163,0.3192072072071195,-0.003063991391860088
2020,Tennessee,6926091.0,7800,4300,68700,0,638600,16500,0,0,0,5218400,181600,50900,6186800,0.0012607486907609,0.8434732010085989,0.3468998512963144,-0.004760786385734517
2020,Texas,29234361.0,52200,20400,262300,0,3250000,43600,0,100,0,19609700,1107000,163600,24508900,0.0021298385484456,0.8001052678822795,0.33621300578567737,-0.0009497281455609352
2020,Utah,3283982.0,11200,5200,49800,0,231700,8700,0,0,0,2346000,191400,35700,2879700,0.003889294023683,0.8146681946036045,0.36499635378688544,-0.0016394352107981236
2020,Vermont,642936.0,2200,2300,13900,0,58800,500,0,0,0,501000,19700,6800,605200,0.0036351619299405,0.8278255122273629,0.3097274600521074,-0.003844545698900248
2020,Virginia,8637193.0,20500,11200,157800,0,618500,12200,0,0,0,6646500,183700,46800,7697200,0.0026633061372966,0.8634958166606038,0.3802140172183719,-0.005616827280090719
2020,Washington,7724566.0,50500,18400,211300,0,424000,18700,0,0,0,5687600,326300,95300,6832100,0.0073915779921254,0.8324819601586628,0.22572122773380388,-0.006231242514041946
2020,West Virginia,1791562.0,600,700,11900,0,178200,2800,0,0,0,1216500,57800,14200,1482700,0.0004046671612598,0.8204626694543737,0.5157820192890974,-0.004051512887071063
2020,Wisconsin,5896700.0,6300,5900,82500,0,755700,8700,0,0,0,4494600,175200,41900,5570800,0.0011308968191283,0.8068141021038271,0.33876527913801535,-0.0068071634374344825
2020,Wyoming,577664.0,300,300,4700,0,77100,3600,0,0,0,456200,77400,18700,638300,0.0004699984333385,0.7147109509634968,0.48237505874971975,-0.004329355415694014
2021,Alabama,5050380.0,4700,3300,42500,40500,449500,500,100,0,0,4051000,123500,32000,4747600,0.0009899738815401,0.8532732327913051,0.5987054075960856,0.0343080636232016
2021,Alaska,734923.0,1300,500,7300,7600,50100,100,0,0,0,464200,31700,6300,569100,0.0022843085573712,0.8156738710244246,0.487592494972519,0.03724551053897862
2021,Arizona,7272487.0,40700,15500,132200,51000,460400,900,900,0,0,5395300,191800,70500,6359200,0.0064001761227827,0.8484243301044156,0.39683843879735003,0.025115522145306768
2021,Arkansas,3028443.0,2400,1800,26100,28700,290200,300,0,0,0,2241600,88800,11000,2690900,0.0008918949050503,0.8330298413170315,0.8148689171767305,0.05249741569276578
2021,California,39145060.0,563100,315300,1355900,163600,1343200,12600,1500,11800,0,30512600,710500,10400,35000500,0.01608834159512,0.8717761174840359,0.29900213074447946,0.009906519525652246
2021,Colorado,5811596.0,37000,16100,113600,53800,346700,600,100,0,0,4456600,208400,53500,5286400,0.0069990920096852,0.8430311743341404,0.4715095063277648,0.026871411422417113
2021,Connecticut,3603691.0,13300,9200,55400,8800,140700,400,0,0,0,2578400,44300,21500,2872000,0.0046309192200557,0.8977715877437326,0.5039167440421033,0.018003878281107166
2021,Delaware,1004881.0,3000,2000,16700,4100,67400,100,0,0,0,796400,14600,5300,909600,0.0032981530343007,0.8755496921723834,0.5865851965004678,0.02517604233353632
2021,District of Columbia,,3700,2500,16100,300,17400,100,0,0,0,278900,2100,600,321700,0.0115013988187752,0.8669567920422754,0.5253730183400664,0.00565724091492803
2021,Florida,21830708.0,95600,32200,287000,129300,1154600,600,100,0,0,15595900,336900,97400,17729600,0.0053921126252143,0.8796532352675751,0.6066735311457037,0.022055040704814344
2021,Georgia,10790385.0,34000,13600,128200,70200,745200,700,300,0,0,8123100,203200,81200,9399700,0.0036171367171292,0.8641871549091993,0.40033984787655275,0.02571419784907092
2021,Hawaii,1446745.0,14200,4500,28800,2800,42200,100,0,0,0,968200,15700,4300,1080800,0.0131384159881569,0.8958179126572909,0.3092984082403527,0.007287398783580423
2021,Idaho,1904537.0,3500,2500,30400,33400,132500,300,100,0,0,1545500,133500,29400,1911100,0.0018314059965464,0.8086965621893151,0.4797760452095363,0.014980543778363664
2021,Illinois,12690341.0,36500,18300,214300,48100,822300,800,100,0,0,8657800,169900,59600,10027700,0.0036399174287224,0.8633884140929625,0.43275549803967817,0.03544690488307367
2021,Indiana,6813798.0,10400,7500,88200,41100,587400,800,100,0,0,5149000,151600,61000,6097100,0.0017057289531088,0.8444998441882207,0.47328683191306475,0.038487300007403524
2021,Iowa,3197944.0,3700,3600,42500,31100,343600,300,0,0,0,2525400,100900,59600,3110700,0.0011894428906676,0.8118429935384318,0.6069373452919484,0.05013726326782497
2021,Kansas,2937946.0,4500,3300,38300,21400,260900,400,100,0,0,2158100,85900,19900,2592800,0.0017355754396791,0.8323434125269978,0.45127698539878813,0.033927829189420944
2021,Kentucky,4507600.0,4200,3100,48300,27100,365800,600,0,0,0,3422900,116200,28300,4016500,0.00104568654301,0.8522096352545748,0.5955567897807053,0.030349576381906385
2021,Louisiana,4627047.0,3200,2000,26000,54400,413200,300,0,0,0,3185200,115000,20700,3820000,0.0008376963350785,0.8338219895287958,0.6004607329843599,0.04837524404872551
2021,Maine,1378787.0,3000,4200,25500,9100,112200,100,0,0,0,1044300,27400,8900,1234700,0.002429740017818,0.8457925002024783,0.5652640956891162,0.03349308200841916
2021,Maryland,6175045.0,25600,17200,130900,27700,347200,400,0,0,0,4380600,89500,32100,5051200,0.0050681026290782,0.8672394678492239,0.3616020835533287,0.013995005457461795
2021,Massachusetts,6991951.0,30500,22200,138800,17500,306900,400,0,0,0,4816400,59700,30800,5423200,0.0056239858386192,0.8881103407582239,0.443355794154231,0.01904847381657393
2021,Michigan,10038117.0,17500,17200,106400,52100,912200,500,100,0,0,7067400,173200,51600,8398200,0.0020837798575885,0.8415374723154961,0.6679478261963541,0.06117067314973257
2021,Minnesota,5717968.0,15000,8900,95200,40100,548700,300,0,0,0,4342800,128700,29800,5209500,0.0028793550244745,0.8336308666858624,0.43964982613126025,0.04141772623482032
2021,Mississippi,2949582.0,1300,1100,18700,27400,305000,200,0,0,0,2289900,76000,9600,2729200,0.0004763300600908,0.8390370804631394,0.6162474351459231,0.036293636780959204
2021,Missouri,6170393.0,10000,7200,85600,55800,602500,1800,100,0,0,4582100,172100,40700,5557900,0.0017992407204159,0.8244300905018083,0.4915705572248805,0.030802073627218762
2021,Montana,1106366.0,1600,1100,13900,27500,100500,100,0,0,0,761800,70900,12200,989600,0.0016168148746968,0.7698059822150364,0.7432857271176614,0.04624611364351727
2021,Nebraska,1964253.0,2700,2000,23700,21600,202500,200,0,0,0,1574900,73800,27300,1928700,0.0013999066728884,0.8165603774563177,0.4760460413750729,0.04536252301810806
2021,Nevada,3146632.0,17400,6300,50200,21300,133600,300,100,0,0,2140700,84700,22800,2477400,0.0070234923710341,0.8640913861306209,0.5396133776613328,0.023170084156730608
2021,New Hampshire,1387494.0,4000,3500,27000,11300,102800,200,0,0,0,1187400,29300,12700,1378200,0.0029023363807865,0.8615585546364823,0.48191145724162054,0.02427097570011605
2021,New Jersey,9269175.0,47800,18500,121500,23900,412200,500,100,0,0,6346100,86400,38100,7095100,0.0067370438753505,0.8944341869741089,0.569044221772032,0.016922821639456576
2021,New Mexico,2116950.0,4200,2800,32800,25200,156900,200,100,0,0,1569000,87600,24500,1903300,0.0022066936373666,0.8243576945305522,0.5837270489716326,0.03189874421010952
2021,New York,19854526.0,51900,44600,221600,43000,663700,900,100,0,0,10116400,152400,83200,11377800,0.0045615145282919,0.8891349821582379,0.6046316705214327,0.030908628411499217
2021,North Carolina,10567100.0,25200,13500,151600,61000,687700,800,200,0,0,7685800,210000,77000,8912800,0.0028273943093079,0.8623328247015528,0.5330236663375862,0.026824395023592018
2021,North Dakota,777982.0,400,400,5400,16000,95700,100,0,0,0,607000,42800,9000,776800,0.0005149330587023,0.7814109165808445,1.0123583934087144,0.07678203878629764
2021,Ohio,11765227.0,21200,13100,143700,54600,875100,1200,100,0,0,9019200,199200,68800,10396200,0.0020392066331928,0.8675477578345934,0.4536589960920798,0.03180575591497914
2021,Oklahoma,3991634.0,7100,6900,38700,50700,391100,2400,300,0,0,3429700,148500,48700,4124100,0.0017215877403554,0.8316238694503043,1.02625813546483,0.06455623248753484
2021,Oregon,4256465.0,30300,16900,123200,43900,193700,300,100,0,0,3094700,217800,63900,3784800,0.008005707038681,0.8176653984358486,0.2965734127646307,0.0097355528941927
2021,Pennsylvania,13013614.0,26800,17800,168200,58600,723000,1200,100,0,0,9035500,195000,51000,10277200,0.0026077141633908,0.8791791538551357,0.5237842436239324,0.02378843129388275
2021,Rhode Island,1097092.0,2500,2400,16300,2500,44100,100,0,0,0,796100,11300,6300,881600,0.0028357531760435,0.9030172413793104,0.5651585186025421,0.015348263129703277
2021,South Carolina,5193848.0,7400,4700,57400,32100,411800,400,100,0,0,4200600,104900,46000,4865400,0.0015209438072923,0.8633616968800099,0.6496709604368087,0.029022092902314833
2021,South Dakota,896299.0,700,700,8700,16900,105000,100,0,0,0,726200,51100,15700,925100,0.000756674954059,0.7849962166252297,0.7498108312615688,0.05479590409404045
2021,Tennessee,6963709.0,12200,6300,79800,38400,511000,500,100,0,0,5396100,150200,39600,6234200,0.0019569471624266,0.8655641461614962,0.5522103467309756,0.02619045291122668
2021,Texas,29561286.0,80900,30600,304700,376300,2422300,2200,1600,0,0,20599100,765100,131100,24713900,0.0032734614933296,0.8335026037978628,0.5369528811085891,0.0417411773877947
2021,Utah,3339284.0,16500,7500,58500,51600,190200,2600,700,0,0,2428900,153800,27400,2937700,0.0056166388671409,0.8268032814787079,0.4441281201522984,0.014895741549119768
2021,Vermont,647093.0,3400,3200,15800,5600,42000,100,0,0,0,511900,15000,5400,602400,0.0056440903054448,0.8497675962815405,0.5526379331160034,0.026505687164847025
2021,Virginia,8657348.0,30700,15800,176500,35300,506600,600,100,0,0,6661000,154300,32700,7613600,0.0040322580645161,0.8748817904801933,0.5140047206924023,0.013185905015292931
2021,Washington,7741433.0,66800,24300,240000,59000,359700,600,100,0,0,5792000,283600,64400,6890500,0.0096945069298309,0.8405776068500109,0.31156120386728237,0.00972471125957508
2021,West Virginia,1785249.0,1000,1000,14500,13900,129800,200,0,0,0,1268300,46100,10900,1485700,0.0006730833950326,0.8536716699199031,0.6633012496916555,0.040475943271878645
2021,Wisconsin,5879978.0,9300,7700,93500,39800,556500,700,100,0,0,4639100,143300,29900,5519900,0.0016848131306726,0.8404318918820993,0.4898026965636537,0.041667330418012405
2021,Wyoming,579548.0,500,400,5700,17100,59400,100,0,0,0,482400,62100,15600,643300,0.0007772423441629,0.7498834136483755,0.653712627597459,0.049212150223055806
2022,Alabama,5073903.0,8700,4400,50800,48100,449800,100,100,0,0,4077100,126100,30300,4795500,0.0018142008132624,0.8501928891669274,0.8325744214989312,-0.00361003194053211
2022,Alaska,733276.0,2000,700,9000,8700,48600,0,0,0,0,457100,30500,5500,562100,0.0035580857498665,0.813200498132005,0.5576204617300793,-0.0030323061462214085
2022,Arizona,7365684.0,65800,20400,150800,61200,446000,600,800,0,0,5476100,198700,70100,6490500,0.0101378938448501,0.8437100377474771,0.584002322805188,-0.005556526598380684
2022,Arkansas,3046404.0,5100,2500,30600,33300,283900,200,0,0,0,2229500,89700,10600,2685400,0.0018991584121546,0.8302301333134728,1.1293522380279697,-0.0033608736022376906
2022,California,39040616.0,903600,361100,1514000,183900,1338000,10300,1500,14900,0,31059000,725300,8200,36119800,0.0250167498158904,0.8598884822175095,0.5549613779631961,-0.0136361102674325
2022,Colorado,5841039.0,59900,24000,131800,62100,346400,300,100,0,0,4506300,206800,49400,5387100,0.01111915501847,0.8364983014980231,0.5886567862064882,-0.007749266023616808
2022,Connecticut,3608706.0,22000,13100,64500,10100,139800,200,0,0,0,2636300,44100,21200,2951300,0.0074543421543048,0.8932673736997255,0.6096895238468747,-0.005017104690656304
2022,Delaware,1019459.0,5400,2800,19500,4700,66200,0,0,0,0,795400,14500,5100,913600,0.0059106830122591,0.8706217162872154,0.7921190893170087,-0.005628436545892512
2022,District of Columbia,,5900,3200,17200,400,17800,100,0,0,0,272200,2000,600,319400,0.0184721352536005,0.852222917971196,0.6060772732657593,-0.0169949347029984
2022,Florida,22245521.0,168000,45800,338700,150900,1137200,400,100,0,0,15846500,343500,97200,18128300,0.0092672782334802,0.8741305031359807,0.7186729724718777,-0.006278305939401707
2022,Georgia,10913150.0,60100,18100,147200,82500,745000,300,300,0,0,8204500,205900,78500,9542400,0.0062982059020791,0.8597941817572099,0.7412131181698254,-0.005083358537597005
2022,Hawaii,1439399.0,19800,5600,32600,3100,39900,0,0,0,0,960000,15500,4000,1080500,0.0183248496066635,0.8884775566867191,0.39475334189309463,-0.008194026784749009
2022,Idaho,1938996.0,5900,3500,36500,40300,133300,100,100,0,0,1545500,136000,33000,1934200,0.0030503567366353,0.7990383621135353,0.665581931252575,-0.011942922138351797
2022,Illinois,12582515.0,66900,25700,244100,55400,807900,300,0,0,0,8606400,171300,59500,10037500,0.00666500622665,0.8574246575342466,0.8310872038076418,-0.006907385437852076
2022,Indiana,6832274.0,17700,10100,100900,49100,587100,300,0,0,0,5116800,153500,58900,6094400,0.0029043055920189,0.8395904436860068,0.7026770793364427,-0.005813382365905673
2022,Iowa,3199693.0,6200,4900,48600,37000,338900,100,0,0,0,2521300,103000,58200,3118200,0.0019883265986787,0.8085754602013983,0.6716452839217102,-0.0040248340664885696
2022,Kansas,2936716.0,7600,4300,43500,25000,260100,200,100,0,0,2159200,87000,17600,2604600,0.002917914459034,0.8289948552560854,0.6812374687518676,-0.0040230477234705075
2022,Kentucky,4511563.0,7600,4400,55800,32300,363800,300,0,0,0,3368800,115800,25800,3974600,0.0019121421023499,0.8475821466311075,0.8285997033545205,-0.0054299886225587235
2022,Louisiana,4588023.0,5900,2900,31400,60100,397500,100,0,0,0,3159000,115400,19900,3792200,0.0015558251147091,0.8330256842993513,0.8572662306840635,-0.0009550062716557894
2022,Maine,1389338.0,5000,5700,28900,10500,109100,0,0,0,0,1028100,26800,7900,1222000,0.0040916530278232,0.8413256955810148,0.6839879978178334,-0.005281206230126401
2022,Maryland,6163981.0,46100,22900,146200,30300,326900,300,0,0,0,4373900,88400,31800,5066800,0.009098444777769,0.863247019815268,0.7952368852135594,-0.004603628158041828
2022,Massachusetts,6982740.0,49400,30500,158600,19500,297000,200,0,0,0,4777600,59300,30200,5422300,0.0091105250539438,0.8811021153385095,0.6199409663130686,-0.007891165205588302
2022,Michigan,10033281.0,33100,24300,122800,62800,905700,300,100,0,0,7071800,175400,49600,8445900,0.0039190613196935,0.8373056749428717,0.8807463300028824,-0.005028649955397313
2022,Minnesota,5714300.0,24300,11900,105300,46900,531500,100,0,0,0,4180500,127300,25600,5053400,0.0048086436854395,0.8272648118098705,0.6700419519531486,-0.00763653930102226
2022,Mississippi,2938928.0,2400,1600,22300,31600,302000,100,0,0,0,2275400,75400,9100,2719900,0.0008823853818155,0.8365748740762528,0.8524662954240092,-0.002934562064322077
2022,Missouri,6177168.0,17900,10400,95100,61300,576700,1200,100,0,0,4444600,176200,38900,5422400,0.0033011212747123,0.8196739451165536,0.8347301932724354,-0.005769009937955816
2022,Montana,1122878.0,3300,1700,17100,33200,98000,0,0,0,0,765400,69900,11000,999600,0.0033013205282112,0.7657062825130052,1.0418667466986866,-0.005325627231727581
2022,Nebraska,1968060.0,4600,2900,27300,25600,201800,100,0,0,0,1576900,75100,25900,1940200,0.0023708895990104,0.8127512627564168,0.6936054702265189,-0.004664829209282351
2022,Nevada,3177421.0,32900,8800,59100,24700,130700,200,100,0,0,2157700,85200,21300,2520700,0.013051930019439,0.8559923830681954,0.8583247948366899,-0.009372854760990812
2022,New Hampshire,1399003.0,7000,4800,31100,12900,95400,100,0,0,0,1180700,29400,12300,1373700,0.0050957268690398,0.8595035306107592,0.7557326927276831,-0.002385240114747833
2022,New Jersey,9260817.0,87000,26800,142600,25900,404200,300,0,0,0,6339500,85500,36900,7148700,0.0121700449032691,0.8868045938422371,0.806436937095937,-0.008530077721741525
2022,New Mexico,2113476.0,7100,3900,37600,28600,155900,100,100,0,0,1584500,88000,23600,1929400,0.003679900487198,0.8212397636570955,0.6676082374486201,-0.0037822548320268767
2022,New York,19673200.0,84700,59800,259600,48400,633100,400,100,0,0,9987400,152000,80800,11306300,0.00749139860078,0.8833482217878528,0.6423051059721654,-0.0065083035607694795
2022,North Carolina,10695965.0,45600,18800,175300,71300,675300,300,100,0,0,7700300,209600,73700,8970300,0.0050834420253503,0.8584216804343221,0.7979246858548863,-0.004535539127348387
2022,North Dakota,778912.0,600,600,6600,18300,93500,0,0,0,0,614300,43800,7800,785500,0.000763844684914,0.7820496499045194,0.48338637810318574,0.0008174102896716384
2022,Ohio,11759697.0,34100,17800,165700,63400,868500,700,100,0,0,8868300,197000,62700,10278300,0.0033176692643725,0.8628177811505794,0.6269411889750489,-0.005452122538844528
2022,Oklahoma,4019271.0,16300,11500,47000,60200,380800,2000,300,0,0,3538100,147500,46200,4249900,0.0038353843619849,0.8325137062048519,1.227818119332758,0.0010699990551445993
2022,Oregon,4239379.0,47000,22500,138900,50200,186300,100,100,0,0,3065400,216100,53200,3779800,0.0124345203449917,0.8109952907561246,0.5532070165585747,-0.00815750268078308
2022,Pennsylvania,12972091.0,47400,25400,199600,68100,698500,500,100,0,0,8888900,191700,45100,10165300,0.0046629219009768,0.8744355798648343,0.7881261552507048,-0.005395457762506273
2022,Rhode Island,1093842.0,4300,3400,18600,2800,43100,0,0,0,0,782500,11200,6100,872000,0.0049311926605504,0.8973623853211009,0.7389357798165281,-0.006262179501215215
2022,South Carolina,5282955.0,13500,6700,66800,38300,411400,100,100,0,0,4254700,107600,45500,4944700,0.0027301959673994,0.8604566505551399,0.7950669540250161,-0.003364807977199069
2022,South Dakota,909869.0,1200,1000,10300,20000,105700,0,0,0,0,739400,53000,14500,945100,0.0012697069093217,0.7823510739604275,0.6780083740193381,-0.0033696247303890425
2022,Tennessee,7048976.0,22000,8900,94000,45700,519400,100,100,0,0,5536100,157700,38600,6422600,0.0034254040419767,0.8619717871267089,0.7503814654501064,-0.004150309426191434
2022,Texas,30029848.0,149000,42800,361800,420800,2398800,1400,1400,0,0,21065800,771000,133200,25346000,0.0058786396275546,0.8311291722559773,0.7958481074341719,-0.0028475394450730995
2022,Utah,3381236.0,28000,10200,69300,61500,189900,2300,600,0,0,2454700,155000,26000,2997500,0.0093411175979983,0.8189157631359466,0.663115222281206,-0.009539776291955127
2022,Vermont,647110.0,5300,4200,17800,6400,40000,0,0,0,0,501500,14700,5100,595000,0.00890756302521,0.8428571428571429,0.5782105783489961,-0.008132168671336482
2022,Virginia,8679099.0,56600,21700,198400,40000,496200,300,0,0,0,6643300,153700,31900,7642100,0.0074063411889402,0.8693029402912812,0.8367726148571826,-0.006376690256463258
2022,Washington,7784477.0,104100,31400,270200,67500,348300,100,100,0,0,5650700,277400,52700,6802500,0.015303197353914,0.8306798970966557,0.5785431342386931,-0.01177489106621099
2022,West Virginia,1774035.0,1900,1400,18300,15600,127500,100,0,0,0,1267500,45700,10900,1488900,0.001276109879777,0.8512996171670361,0.8959164483848143,-0.0027786476188083054
2022,Wisconsin,5890543.0,15700,10000,105200,46500,549700,300,0,0,0,4577400,144500,26900,5476200,0.0028669515357364,0.8358715897885395,0.7016436324851496,-0.005426141175279953
2022,Wyoming,581629.0,800,600,6900,19100,58600,0,0,0,0,483000,61200,14200,644400,0.0012414649286157,0.749534450651769,0.59726877715698,-0.0004653563344049205
