year,state,county,zip_codes,population,ev_registrations,median_income
2019,FL,Palm Beach County,"[33401, 33402, 33403, 33404, 33405, 33406, 33407, 33408, 33409, 33410, 33411, 33412, 33413, 33414, 33415, 33416, 33417, 33418, 33419, 33420, 33421, 33422, 33424, 33425, 33426, 33427, 33428, 33429, 33430, 33431, 33432, 33433, 33434, 33435, 33436, 33437, 33438, 33439, 33444, 33445, 33446, 33447, 33448, 33449, 33454, 33458, 33459, 33460, 33461, 33462, 33463, 33464, 33465, 33466, 33467, 33468, 33469, 33470, 33472, 33473, 33474, 33476, 33477, 33478, 33480, 33481, 33482, 33483, 33484, 33486, 33487, 33488, 33493, 33496, 33497, 33498, 33499]",1496770.0,6131.0,"63,299"
2019,FL,Pasco County,"[33523, 33524, 33525, 33526, 33537, 33539, 33540, 33541, 33542, 33543, 33544, 33545, 33574, 33576, 33593, 34610, 34637, 34638, 34639, 34652, 34653, 34654, 34655, 34656, 34667, 34668, 34669, 34673, 34674, 34679, 34680, 34690, 34691, 34692]",553947.0,1141.0,"52,828"
2019,FL,Pinellas County,"[33701, 33702, 33703, 33704, 33705, 33706, 33707, 33708, 33709, 33710, 33711, 33712, 33713, 33714, 33715, 33716, 33729, 33730, 33731, 33732, 33733, 33734, 33736, 33737, 33738, 33740, 33741, 33742, 33743, 33744, 33747, 33755, 33756, 33757, 33758, 33759, 33760, 33761, 33762, 33763, 33764, 33765, 33766, 33767, 33769, 33770, 33771, 33772, 33773, 33774, 33775, 33776, 33777, 33778, 33779, 33780, 33781, 33782, 33784, 33785, 33786, 34660, 34677, 34681, 34682, 34683, 34684, 34685, 34688, 34689, 34695, 34697, 34698]",974996.0,3014.0,"54,090"
2019,FL,Polk County,"[33801, 33802, 33803, 33804, 33805, 33806, 33807, 33809, 33810, 33811, 33812, 33813, 33815, 33820, 33823, 33827, 33830, 33831, 33835, 33836, 33837, 33838, 33839, 33840, 33841, 33843, 33844, 33845, 33846, 33847, 33849, 33850, 33851, 33853, 33854, 33855, 33856, 33858, 33859, 33860, 33863, 33867, 33868, 33877, 33880, 33881, 33882, 33883, 33884, 33885, 33888, 33896, 33897, 33898, 34759]",724777.0,855.0,"50,584"
2019,FL,Putnam County,"[32007, 32112, 32131, 32138, 32139, 32140, 32147, 32148, 32149, 32157, 32177, 32178, 32181, 32185, 32187, 32189, 32193, 32640, 32666]",74521.0,42.0,"37,670"
2019,FL,Santa Rosa County,"[32530, 32561, 32562, 32563, 32565, 32566, 32570, 32571, 32572, 32583]",184313.0,260.0,"67,949"
2019,FL,Sarasota County,"[34223, 34228, 34229, 34230, 34231, 34232, 34233, 34234, 34235, 34236, 34237, 34238, 34239, 34240, 34241, 34242, 34249, 34260, 34272, 34274, 34275, 34276, 34277, 34278, 34284, 34285, 34286, 34287, 34288, 34289, 34290, 34291, 34292, 34293, 34295]",433742.0,1633.0,"62,236"
2019,FL,Seminole County,"[32701, 32707, 32708, 32714, 32715, 32716, 32718, 32719, 32730, 32732, 32745, 32746, 32747, 32750, 32752, 32762, 32765, 32766, 32771, 32772, 32773, 32779, 32791, 32795, 32799]",471826.0,1563.0,"66,768"
2019,FL,St. Johns County,"[32004, 32033, 32080, 32081, 32082, 32084, 32085, 32086, 32092, 32095, 32145, 32259]",264672.0,973.0,"82,252"
2019,FL,St. Lucie County,"[34945, 34946, 34947, 34948, 34949, 34950, 34951, 34952, 34953, 34954, 34979, 34981, 34982, 34983, 34984, 34985, 34986, 34987, 34988]",328297.0,523.0,"52,322"
2019,FL,Sumter County,"[32162, 32163, 33513, 33514, 33521, 33538, 33585, 33597, 34484, 34785]",132420.0,255.0,"57,226"
2019,FL,Suwannee County,"[32008, 32060, 32062, 32064, 32071, 32094]",44417.0,16.0,"47,839"
2019,FL,Taylor County,"[32347, 32348, 32356, 32357, 32359]",21569.0,6.0,"40,306"
2019,FL,Union County,"[32026, 32054, 32083, 32697]",15237.0,2.0,"44,270"
2019,FL,Volusia County,"[32105, 32114, 32115, 32116, 32117, 32118, 32119, 32120, 32121, 32122, 32123, 32124, 32125, 32126, 32127, 32128, 32129, 32130, 32132, 32141, 32168, 32169, 32170, 32173, 32174, 32175, 32176, 32180, 32190, 32198, 32706, 32713, 32720, 32721, 32722, 32723, 32724, 32725, 32728, 32738, 32739, 32744, 32753, 32759, 32763, 32764, 32774]",553284.0,903.0,"49,494"
2019,FL,Wakulla County,"[32326, 32327, 32346, 32355, 32358]",33739.0,21.0,"61,410"
2019,FL,Walton County,"[32422, 32433, 32434, 32435, 32439, 32454, 32455, 32459, 32461, 32538, 32550]",74071.0,171.0,"58,093"
2019,FL,Washington County,"[32427, 32428, 32437, 32462, 32463]",25473.0,10.0,"37,022"
2019,FL,,,,1778.0,
2020,FL,Alachua County,"[32601, 32602, 32603, 32604, 32605, 32606, 32607, 32608, 32609, 32610, 32611, 32612, 32613, 32614, 32615, 32616, 32618, 32627, 32631, 32635, 32641, 32643, 32653, 32654, 32655, 32658, 32662, 32667, 32669, 32694]",279737.0,1600.0,"50,089"
2020,FL,Baker County,"[32040, 32063, 32072, 32087]",28116.0,28.0,"62,299"
2020,FL,Bay County,"[32401, 32402, 32403, 32404, 32405, 32406, 32407, 32408, 32409, 32410, 32411, 32412, 32413, 32417, 32438, 32444, 32466]",174525.0,570.0,"56,483"
2020,FL,Bradford County,"[32042, 32044, 32058, 32091, 32622]",28222.0,24.0,"43,580"
2020,FL,Brevard County,"[32754, 32775, 32780, 32781, 32782, 32783, 32796, 32815, 32899, 32901, 32902, 32903, 32904, 32905, 32906, 32907, 32908, 32909, 32910, 32911, 32912, 32919, 32920, 32922, 32923, 32924, 32925, 32926, 32927, 32931, 32932, 32934, 32935, 32936, 32937, 32940, 32941, 32949, 32950, 32951, 32952, 32953, 32954, 32955, 32956, 32959, 32976]",608775.0,3958.0,"59,359"
2020,FL,Broward County,"[33004, 33008, 33009, 33019, 33020, 33021, 33022, 33023, 33024, 33025, 33026, 33027, 33028, 33029, 33060, 33061, 33062, 33063, 33064, 33065, 33066, 33067, 33068, 33069, 33071, 33072, 33073, 33074, 33075, 33076, 33077, 33081, 33082, 33083, 33084, 33093, 33097, 33301, 33302, 33303, 33304, 33305, 33306, 33307, 33308, 33309, 33310, 33311, 33312, 33313, 33314, 33315, 33316, 33317, 33318, 33319, 33320, 33321, 33322, 33323, 33324, 33325, 33326, 33327, 33328, 33329, 33330, 33331, 33332, 33334, 33335, 33336, 33337, 33338, 33339, 33340, 33345, 33346, 33348, 33349, 33351, 33355, 33359, 33388, 33394, 33441, 33442, 33443]",1943398.0,15545.0,"60,922"
2020,FL,Calhoun County,"[32421, 32424, 32430, 32449]",13707.0,7.0,"38,037"
2020,FL,Charlotte County,"[33927, 33938, 33946, 33947, 33948, 33949, 33950, 33951, 33952, 33953, 33954, 33955, 33980, 33981, 33982, 33983, 34224]",187995.0,857.0,"52,724"
2020,FL,Citrus County,"[34423, 34428, 34429, 34433, 34434, 34436, 34442, 34445, 34446, 34447, 34448, 34450, 34451, 34452, 34453, 34460, 34461, 34464, 34465, 34487]",154568.0,408.0,"45,689"
2020,FL,Clay County,"[32003, 32006, 32030, 32043, 32050, 32065, 32067, 32068, 32073, 32079, 32160, 32656]",218951.0,689.0,"68,657"
2020,FL,Collier County,"[34101, 34102, 34103, 34104, 34105, 34106, 34107, 34108, 34109, 34110, 34112, 34113, 34114, 34116, 34117, 34119, 34120, 34137, 34138, 34139, 34140, 34141, 34142, 34143, 34145, 34146]",377310.0,3520.0,"70,217"
2020,FL,Columbia County,"[32024, 32025, 32038, 32055, 32056, 32061]",69740.0,89.0,"44,818"
2020,FL,DeSoto County,"[34266, 34268, 34269]",34086.0,43.0,"36,360"
2020,FL,Dixie County,"[32628, 32648, 32680, 32692]",16687.0,6.0,"41,674"
2020,FL,Duval County,"[32099, 32201, 32202, 32203, 32204, 32205, 32206, 32207, 32208, 32209, 32210, 32211, 32212, 32214, 32215, 32216, 32217, 32218, 32219, 32220, 32221, 32222, 32223, 32224, 32225, 32226, 32227, 32228, 32229, 32230, 32231, 32232, 32233, 32234, 32235, 32236, 32237, 32238, 32239, 32240, 32241, 32244, 32245, 32246, 32247, 32250, 32254, 32255, 32256, 32257, 32258, 32260, 32266, 32267, 32277, 32290]",997784.0,3990.0,"56,769"
2020,FL,Escambia County,"[32501, 32502, 32503, 32504, 32505, 32506, 32507, 32508, 32509, 32511, 32512, 32513, 32514, 32516, 32520, 32521, 32522, 32523, 32524, 32526, 32533, 32534, 32535, 32559, 32560, 32568, 32577, 32590, 32591, 32592]",322568.0,954.0,"53,023"
2020,FL,Flagler County,"[32110, 32135, 32136, 32137, 32142, 32143, 32164]",116028.0,628.0,"57,536"
2020,FL,Franklin County,"[32320, 32322, 32323, 32328, 32329]",12468.0,40.0,"48,814"
2020,FL,Gadsden County,"[32324, 32330, 32332, 32333, 32343, 32351, 32352, 32353]",43411.0,52.0,"41,135"
2020,FL,Gilchrist County,"[32619, 32693]",17882.0,26.0,"47,381"
2020,FL,Glades County,"[33471, 33944]",12078.0,14.0,"39,709"
2020,FL,Gulf County,"[32456, 32457, 32465]",14259.0,24.0,"50,640"
2020,FL,Hamilton County,"[32052, 32053, 32096]",13729.0,7.0,"38,300"
2020,FL,Hardee County,"[33834, 33865, 33873, 33890]",25339.0,20.0,"40,165"
2020,FL,Hendry County,"[33440, 33930, 33935, 33975]",39723.0,68.0,"36,978"
2020,FL,Hernando County,"[34601, 34602, 34603, 34604, 34605, 34606, 34607, 34608, 34609, 34611, 34613, 34614, 34636, 34661]",195624.0,576.0,"50,280"
2020,FL,Highlands County,"[33825, 33826, 33852, 33857, 33862, 33870, 33871, 33872, 33875, 33876, 33960]",101349.0,228.0,"43,708"
2020,FL,Hillsborough County,"[33503, 33508, 33509, 33510, 33511, 33527, 33530, 33534, 33547, 33548, 33549, 33550, 33556, 33558, 33559, 33563, 33564, 33565, 33566, 33567, 33568, 33569, 33570, 33571, 33572, 33573, 33575, 33578, 33579, 33583, 33584, 33586, 33587, 33592, 33594, 33595, 33596, 33598, 33601, 33602, 33603, 33604, 33605, 33606, 33607, 33608, 33609, 33610, 33611, 33612, 33613, 33614, 33615, 33616, 33617, 33618, 33619, 33620, 33621, 33622, 33623, 33624, 33625, 33626, 33629, 33630, 33631, 33633, 33634, 33635, 33637, 33646, 33647, 33650, 33651, 33655, 33660, 33661, 33662, 33663, 33664, 33672, 33673, 33674, 33675, 33677, 33679, 33680, 33681, 33682, 33684, 33685, 33686, 33687, 33688, 33689, 33690, 33694]",1466255.0,9127.0,"60,566"
2020,FL,Holmes County,"[32425, 32452, 32464]",19578.0,7.0,"39,215"
2020,FL,Indian River County,"[32948, 32957, 32958, 32960, 32961, 32962, 32963, 32964, 32965, 32966, 32967, 32968, 32969, 32970, 32971, 32978]",160446.0,855.0,"57,945"
2020,FL,Jackson County,"[32420, 32423, 32426, 32431, 32432, 32440, 32442, 32443, 32445, 32446, 32447, 32448, 32460]",47096.0,28.0,"40,754"
2020,FL,Jefferson County,"[32336, 32337, 32344, 32345, 32361]",14399.0,39.0,"49,081"
2020,FL,Lake County,"[32102, 32158, 32159, 32702, 32726, 32727, 32735, 32736, 32756, 32757, 32767, 32776, 32778, 32784, 34705, 34711, 34712, 34713, 34714, 34715, 34729, 34731, 34736, 34737, 34748, 34749, 34753, 34755, 34756, 34762, 34788, 34789, 34797]",386216.0,1850.0,"55,792"
2020,FL,Lee County,"[33900, 33901, 33902, 33903, 33904, 33905, 33906, 33907, 33908, 33909, 33910, 33911, 33912, 33913, 33914, 33915, 33916, 33917, 33918, 33919, 33920, 33921, 33922, 33924, 33928, 33929, 33931, 33932, 33936, 33945, 33956, 33957, 33965, 33966, 33967, 33970, 33971, 33972, 33973, 33974, 33976, 33990, 33991, 33993, 33994, 34133, 34134, 34135, 34136]",765547.0,3628.0,"59,608"
2020,FL,Leon County,"[32301, 32302, 32303, 32304, 32305, 32306, 32307, 32308, 32309, 32310, 32311, 32312, 32313, 32314, 32315, 32316, 32317, 32318, 32362, 32395, 32399]",293955.0,1393.0,"54,675"
2020,FL,Levy County,"[32621, 32625, 32626, 32639, 32644, 32668, 32683, 32696, 34449, 34498]",43059.0,53.0,"38,951"
2020,FL,Liberty County,"[32321, 32334, 32335, 32360]",7804.0,8.0,"39,121"
2020,FL,Madison County,"[32059, 32331, 32340, 32341, 32350]",17869.0,13.0,"35,240"
2020,FL,Manatee County,"[34201, 34202, 34203, 34204, 34205, 34206, 34207, 34208, 34209, 34210, 34211, 34212, 34215, 34216, 34217, 34218, 34219, 34220, 34221, 34222, 34243, 34250, 34251, 34264, 34270, 34280, 34281, 34282]",401619.0,2678.0,"59,963"
2020,FL,Marion County,"[32111, 32113, 32133, 32134, 32179, 32182, 32183, 32192, 32195, 32617, 32633, 32634, 32663, 32664, 32681, 32686, 34420, 34421, 34430, 34431, 34432, 34470, 34471, 34472, 34473, 34474, 34475, 34476, 34477, 34478, 34479, 34480, 34481, 34482, 34483, 34488, 34489, 34491, 34492]",377472.0,1088.0,"46,587"
2020,FL,Martin County,"[33455, 33475, 34956, 34957, 34958, 34990, 34991, 34992, 34994, 34995, 34996, 34997]",158671.0,1382.0,"65,821"
2020,FL,Miami-Dade County,"[33002, 33010, 33011, 33012, 33013, 33014, 33015, 33016, 33017, 33018, 33030, 33031, 33032, 33033, 33034, 33035, 33039, 33054, 33055, 33056, 33090, 33092, 33101, 33102, 33107, 33109, 33110, 33111, 33112, 33114, 33116, 33119, 33121, 33122, 33124, 33125, 33126, 33127, 33128, 33129, 33130, 33131, 33132, 33133, 33134, 33135, 33136, 33137, 33138, 33139, 33140, 33141, 33142, 33143, 33144, 33145, 33146, 33147, 33148, 33149, 33150, 33151, 33152, 33153, 33154, 33155, 33156, 33157, 33158, 33159, 33160, 33161, 33162, 33163, 33164, 33165, 33166, 33167, 33168, 33169, 33170, 33172, 33173, 33174, 33175, 33176, 33177, 33178, 33179, 33180, 33181, 33182, 33183, 33184, 33185, 33186, 33187, 33188, 33189, 33190, 33193, 33194, 33195, 33196, 33197, 33199, 33222, 33231, 33233, 33234, 33238, 33239, 33242, 33243, 33245, 33247, 33255, 33256, 33257, 33261, 33265, 33266, 33269, 33280, 33283, 33296, 33299]",2695685.0,19528.0,"53,975"
2020,FL,Monroe County,"[33001, 33036, 33037, 33040, 33041, 33042, 33043, 33045, 33050, 33051, 33052, 33070]",82847.0,626.0,"72,012"
2020,FL,Nassau County,"[32009, 32011, 32034, 32035, 32041, 32046, 32097]",91031.0,380.0,"72,998"
2020,FL,Okaloosa County,"[32531, 32536, 32537, 32539, 32540, 32541, 32542, 32544, 32547, 32548, 32549, 32564, 32567, 32569, 32578, 32579, 32580, 32588]",212085.0,828.0,"64,373"
2020,FL,Okeechobee County,"[34972, 34973, 34974]",39652.0,49.0,"46,097"
2020,FL,Orange County,"[32703, 32704, 32709, 32710, 32712, 32733, 32751, 32768, 32777, 32789, 32790, 32792, 32793, 32794, 32798, 32801, 32802, 32803, 32804, 32805, 32806, 32807, 32808, 32809, 32810, 32811, 32812, 32814, 32816, 32817, 32818, 32819, 32820, 32821, 32822, 32824, 32825, 32826, 32827, 32828, 32829, 32830, 32831, 32832, 32833, 32834, 32835, 32836, 32837, 32839, 32853, 32854, 32855, 32856, 32857, 32858, 32859, 32860, 32861, 32862, 32867, 32868, 32869, 32872, 32877, 32878, 32885, 32886, 32887, 32890, 32891, 32893, 32896, 32897, 32898, 34734, 34740, 34760, 34761, 34777, 34778, 34786, 34787]",1431679.0,11496.0,"61,416"
2020,FL,Osceola County,"[33848, 34739, 34741, 34742, 34743, 34744, 34745, 34746, 34747, 34758, 34769, 34770, 34771, 34772, 34773]",391141.0,1656.0,"55,538"
2020,FL,Palm Beach County,"[33401, 33402, 33403, 33404, 33405, 33406, 33407, 33408, 33409, 33410, 33411, 33412, 33413, 33414, 33415, 33416, 33417, 33418, 33419, 33420, 33421, 33422, 33424, 33425, 33426, 33427, 33428, 33429, 33430, 33431, 33432, 33433, 33434, 33435, 33436, 33437, 33438, 33439, 33444, 33445, 33446, 33447, 33448, 33449, 33454, 33458, 33459, 33460, 33461, 33462, 33463, 33464, 33465, 33466, 33467, 33468, 33469, 33470, 33472, 33473, 33474, 33476, 33477, 33478, 33480, 33481, 33482, 33483, 33484, 33486, 33487, 33488, 33493, 33496, 33497, 33498, 33499]",1494282.0,14742.0,"65,015"
2020,FL,Pasco County,"[33523, 33524, 33525, 33526, 33537, 33539, 33540, 33541, 33542, 33543, 33544, 33545, 33574, 33576, 33593, 34610, 34637, 34638, 34639, 34652, 34653, 34654, 34655, 34656, 34667, 34668, 34669, 34673, 34674, 34679, 34680, 34690, 34691, 34692]",566156.0,2791.0,"53,431"
2020,FL,Pinellas County,"[33701, 33702, 33703, 33704, 33705, 33706, 33707, 33708, 33709, 33710, 33711, 33712, 33713, 33714, 33715, 33716, 33729, 33730, 33731, 33732, 33733, 33734, 33736, 33737, 33738, 33740, 33741, 33742, 33743, 33744, 33747, 33755, 33756, 33757, 33758, 33759, 33760, 33761, 33762, 33763, 33764, 33765, 33766, 33767, 33769, 33770, 33771, 33772, 33773, 33774, 33775, 33776, 33777, 33778, 33779, 33780, 33781, 33782, 33784, 33785, 33786, 34660, 34677, 34681, 34682, 34683, 34684, 34685, 34688, 34689, 34695, 34697, 34698]",959793.0,6947.0,"56,419"
2020,FL,Polk County,"[33801, 33802, 33803, 33804, 33805, 33806, 33807, 33809, 33810, 33811, 33812, 33813, 33815, 33820, 33823, 33827, 33830, 33831, 33835, 33836, 33837, 33838, 33839, 33840, 33841, 33843, 33844, 33845, 33846, 33847, 33849, 33850, 33851, 33853, 33854, 33855, 33856, 33858, 33859, 33860, 33863, 33867, 33868, 33877, 33880, 33881, 33882, 33883, 33884, 33885, 33888, 33896, 33897, 33898, 34759]",730158.0,2098.0,"51,535"
2020,FL,Putnam County,"[32007, 32112, 32131, 32138, 32139, 32140, 32147, 32148, 32149, 32157, 32177, 32178, 32181, 32185, 32187, 32189, 32193, 32640, 32666]",73372.0,101.0,"40,068"
2020,FL,Santa Rosa County,"[32530, 32561, 32562, 32563, 32565, 32566, 32570, 32571, 32572, 32583]",189011.0,640.0,"70,663"
2020,FL,Sarasota County,"[34223, 34228, 34229, 34230, 34231, 34232, 34233, 34234, 34235, 34236, 34237, 34238, 34239, 34240, 34241, 34242, 34249, 34260, 34272, 34274, 34275, 34276, 34277, 34278, 34284, 34285, 34286, 34287, 34288, 34289, 34290, 34291, 34292, 34293, 34295]",436237.0,3886.0,"64,644"
2020,FL,Seminole County,"[32701, 32707, 32708, 32714, 32715, 32716, 32718, 32719, 32730, 32732, 32745, 32746, 32747, 32750, 32752, 32762, 32765, 32766, 32771, 32772, 32773, 32779, 32791, 32795, 32799]",471455.0,3575.0,"70,297"
2020,FL,St. Johns County,"[32004, 32033, 32080, 32081, 32082, 32084, 32085, 32086, 32092, 32095, 32145, 32259]",277099.0,2469.0,"83,803"
2020,FL,St. Lucie County,"[34945, 34946, 34947, 34948, 34949, 34950, 34951, 34952, 34953, 34954, 34979, 34981, 34982, 34983, 34984, 34985, 34986, 34987, 34988]",331441.0,1321.0,"55,237"
2020,FL,Sumter County,"[32162, 32163, 33513, 33514, 33521, 33538, 33585, 33597, 34484, 34785]",130290.0,571.0,"59,618"
2020,FL,Suwannee County,"[32008, 32060, 32062, 32064, 32071, 32094]",43524.0,37.0,"46,280"
2020,FL,Taylor County,"[32347, 32348, 32356, 32357, 32359]",21743.0,12.0,"38,295"
2020,FL,Union County,"[32026, 32054, 32083, 32697]",15425.0,7.0,"55,139"
2020,FL,Volusia County,"[32105, 32114, 32115, 32116, 32117, 32118, 32119, 32120, 32121, 32122, 32123, 32124, 32125, 32126, 32127, 32128, 32129, 32130, 32132, 32141, 32168, 32169, 32170, 32173, 32174, 32175, 32176, 32180, 32190, 32198, 32706, 32713, 32720, 32721, 32722, 32723, 32724, 32725, 32728, 32738, 32739, 32744, 32753, 32759, 32763, 32764, 32774]",555776.0,2202.0,"52,407"
2020,FL,Wakulla County,"[32326, 32327, 32346, 32355, 32358]",33893.0,50.0,"67,480"
2020,FL,Walton County,"[32422, 32433, 32434, 32435, 32439, 32454, 32455, 32459, 32461, 32538, 32550]",75941.0,420.0,"67,390"
2020,FL,Washington County,"[32427, 32428, 32437, 32462, 32463]",25320.0,17.0,"37,260"
2020,FL,,,,3995.0,
2021,FL,Alachua County,"[32601, 32602, 32603, 32604, 32605, 32606, 32607, 32608, 32609, 32610, 32611, 32612, 32613, 32614, 32615, 32616, 32618, 32627, 32631, 32635, 32641, 32643, 32653, 32654, 32655, 32658, 32662, 32667, 32669, 32694]",281889.0,1066.0,"53,314"
2021,FL,Baker County,"[32040, 32063, 32072, 32087]",28669.0,16.0,"63,860"
2021,FL,Bay County,"[32401, 32402, 32403, 32404, 32405, 32406, 32407, 32408, 32409, 32410, 32411, 32412, 32413, 32417, 32438, 32444, 32466]",179520.0,360.0,"60,473"
2021,FL,Bradford County,"[32042, 32044, 32058, 32091, 32622]",28050.0,17.0,"48,803"
2021,FL,Brevard County,"[32754, 32775, 32780, 32781, 32782, 32783, 32796, 32815, 32899, 32901, 32902, 32903, 32904, 32905, 32906, 32907, 32908, 32909, 32910, 32911, 32912, 32919, 32920, 32922, 32923, 32924, 32925, 32926, 32927, 32931, 32932, 32934, 32935, 32936, 32937, 32940, 32941, 32949, 32950, 32951, 32952, 32953, 32954, 32955, 32956, 32959, 32976]",617900.0,2583.0,"63,632"
2021,FL,Broward County,"[33004, 33008, 33009, 33019, 33020, 33021, 33022, 33023, 33024, 33025, 33026, 33027, 33028, 33029, 33060, 33061, 33062, 33063, 33064, 33065, 33066, 33067, 33068, 33069, 33071, 33072, 33073, 33074, 33075, 33076, 33077, 33081, 33082, 33083, 33084, 33093, 33097, 33301, 33302, 33303, 33304, 33305, 33306, 33307, 33308, 33309, 33310, 33311, 33312, 33313, 33314, 33315, 33316, 33317, 33318, 33319, 33320, 33321, 33322, 33323, 33324, 33325, 33326, 33327, 33328, 33329, 33330, 33331, 33332, 33334, 33335, 33336, 33337, 33338, 33339, 33340, 33345, 33346, 33348, 33349, 33351, 33355, 33359, 33388, 33394, 33441, 33442, 33443]",1935575.0,10479.0,"64,522"
2021,FL,Calhoun County,"[32421, 32424, 32430, 32449]",13518.0,6.0,"38,098"
2021,FL,Charlotte County,"[33927, 33938, 33946, 33947, 33948, 33949, 33950, 33951, 33952, 33953, 33954, 33955, 33980, 33981, 33982, 33983, 34224]",194934.0,575.0,"57,887"
2021,FL,Citrus County,"[34423, 34428, 34429, 34433, 34434, 34436, 34442, 34445, 34446, 34447, 34448, 34450, 34451, 34452, 34453, 34460, 34461, 34464, 34465, 34487]",158167.0,292.0,"48,664"
2021,FL,Clay County,"[32003, 32006, 32030, 32043, 32050, 32065, 32067, 32068, 32073, 32079, 32160, 32656]",222648.0,460.0,"74,059"
2021,FL,Collier County,"[34101, 34102, 34103, 34104, 34105, 34106, 34107, 34108, 34109, 34110, 34112, 34113, 34114, 34116, 34117, 34119, 34120, 34137, 34138, 34139, 34140, 34141, 34142, 34143, 34145, 34146]",387226.0,2492.0,"75,543"
2021,FL,Columbia County,"[32024, 32025, 32038, 32055, 32056, 32061]",69932.0,74.0,"47,750"
2021,FL,DeSoto County,"[34266, 34268, 34269]",34333.0,29.0,"39,945"
2021,FL,Dixie County,"[32628, 32648, 32680, 32692]",16933.0,3.0,"44,287"
2021,FL,Duval County,"[32099, 32201, 32202, 32203, 32204, 32205, 32206, 32207, 32208, 32209, 32210, 32211, 32212, 32214, 32215, 32216, 32217, 32218, 32219, 32220, 32221, 32222, 32223, 32224, 32225, 32226, 32227, 32228, 32229, 32230, 32231, 32232, 32233, 32234, 32235, 32236, 32237, 32238, 32239, 32240, 32241, 32244, 32245, 32246, 32247, 32250, 32254, 32255, 32256, 32257, 32258, 32260, 32266, 32267, 32277, 32290]",1002774.0,2656.0,"59,541"
2021,FL,Escambia County,"[32501, 32502, 32503, 32504, 32505, 32506, 32507, 32508, 32509, 32511, 32512, 32513, 32514, 32516, 32520, 32521, 32522, 32523, 32524, 32526, 32533, 32534, 32535, 32559, 32560, 32568, 32577, 32590, 32591, 32592]",323459.0,641.0,"56,605"
2021,FL,Flagler County,"[32110, 32135, 32136, 32137, 32142, 32143, 32164]",120974.0,410.0,"62,305"
2021,FL,Franklin County,"[32320, 32322, 32323, 32328, 32329]",12183.0,25.0,"52,679"
2021,FL,Gadsden County,"[32324, 32330, 32332, 32333, 32343, 32351, 32352, 32353]",43599.0,28.0,"42,661"
2021,FL,Gilchrist County,"[32619, 32693]",18316.0,12.0,"50,983"
2021,FL,Glades County,"[33471, 33944]",12266.0,10.0,"38,088"
2021,FL,Gulf County,"[32456, 32457, 32465]",14462.0,14.0,"53,812"
2021,FL,Hamilton County,"[32052, 32053, 32096]",13072.0,3.0,"39,346"
2021,FL,Hardee County,"[33834, 33865, 33873, 33890]",25322.0,9.0,"41,395"
2021,FL,Hendry County,"[33440, 33930, 33935, 33975]",40215.0,47.0,"38,843"
2021,FL,Hernando County,"[34601, 34602, 34603, 34604, 34605, 34606, 34607, 34608, 34609, 34611, 34613, 34614, 34636, 34661]",200693.0,415.0,"53,301"
2021,FL,Highlands County,"[33825, 33826, 33852, 33857, 33862, 33870, 33871, 33872, 33875, 33876, 33960]",103279.0,161.0,"46,895"
2021,FL,Hillsborough County,"[33503, 33508, 33509, 33510, 33511, 33527, 33530, 33534, 33547, 33548, 33549, 33550, 33556, 33558, 33559, 33563, 33564, 33565, 33566, 33567, 33568, 33569, 33570, 33571, 33572, 33573, 33575, 33578, 33579, 33583, 33584, 33586, 33587, 33592, 33594, 33595, 33596, 33598, 33601, 33602, 33603, 33604, 33605, 33606, 33607, 33608, 33609, 33610, 33611, 33612, 33613, 33614, 33615, 33616, 33617, 33618, 33619, 33620, 33621, 33622, 33623, 33624, 33625, 33626, 33629, 33630, 33631, 33633, 33634, 33635, 33637, 33646, 33647, 33650, 33651, 33655, 33660, 33661, 33662, 33663, 33664, 33672, 33673, 33674, 33675, 33677, 33679, 33680, 33681, 33682, 33684, 33685, 33686, 33687, 33688, 33689, 33690, 33694]",1484607.0,6364.0,"64,164"
2021,FL,Holmes County,"[32425, 32452, 32464]",19309.0,4.0,"41,809"
2021,FL,Indian River County,"[32948, 32957, 32958, 32960, 32961, 32962, 32963, 32964, 32965, 32966, 32967, 32968, 32969, 32970, 32971, 32978]",163869.0,571.0,"61,594"
2021,FL,Jackson County,"[32420, 32423, 32426, 32431, 32432, 32440, 32442, 32443, 32445, 32446, 32447, 32448, 32460]",47119.0,17.0,"43,416"
2021,FL,Jefferson County,"[32336, 32337, 32344, 32345, 32361]",14494.0,18.0,"53,080"
2021,FL,Lake County,"[32102, 32158, 32159, 32702, 32726, 32727, 32735, 32736, 32756, 32757, 32767, 32776, 32778, 32784, 34705, 34711, 34712, 34713, 34714, 34715, 34729, 34731, 34736, 34737, 34748, 34749, 34753, 34755, 34756, 34762, 34788, 34789, 34797]",396352.0,1272.0,"60,013"
2021,FL,Lee County,"[33900, 33901, 33902, 33903, 33904, 33905, 33906, 33907, 33908, 33909, 33910, 33911, 33912, 33913, 33914, 33915, 33916, 33917, 33918, 33919, 33920, 33921, 33922, 33924, 33928, 33929, 33931, 33932, 33936, 33945, 33956, 33957, 33965, 33966, 33967, 33970, 33971, 33972, 33973, 33974, 33976, 33990, 33991, 33993, 33994, 34133, 34134, 34135, 34136]",790888.0,2683.0,"63,235"
2021,FL,Leon County,"[32301, 32302, 32303, 32304, 32305, 32306, 32307, 32308, 32309, 32310, 32311, 32312, 32313, 32314, 32315, 32316, 32317, 32318, 32362, 32395, 32399]",296007.0,893.0,"57,359"
