zip,population,city,county,state
32358,1521,Sopchoppy,Wakulla County,Fl
32147,1427,Hollister,Putnam County,Fl
32336,1370,Lamont,Taylor County,Fl
33585,1352,Sumterville,Sumter County,Fl
34797,1304,Yalaha,Lake County,Fl
32187,1221,San Mateo,Putnam County,Fl
33857,1160,Lorida,Highlands County,Fl
32511,1145,Pensacola,Escambia County,Fl
32193,1122,Welaka,Putnam County,Fl
32427,1111,Caryville,Washington County,Fl
32332,1097,Gretna,Gadsden County,Fl
34138,1061,Chokoloskee,Collier County,Fl
32449,1037,Wewahitchka,Calhoun County,Fl
32359,1007,Steinhatchee,Dixie County,Fl
34681,994,Crystal Beach,Pinellas County,Fl
33930,993,Felda,Hendry County,Fl
33851,988,Lake Hamilton,Polk County,Fl
34760,978,Oakland,Orange County,Fl
34216,924,Anna Maria,Manatee County,Fl
32157,876,Lake Como,Putnam County,Fl
32423,872,Bascom,Jackson County,Fl
33865,866,Ona,Hardee County,Fl
32426,826,Campbellton,Jackson County,Fl
33109,792,Miami Beach,Miami-Dade County,Fl
32139,791,Georgetown,Putnam County,Fl
33521,788,Coleman,Sumter County,Fl
34739,782,Kenansville,Osceola County,Fl
32330,757,Greensboro,Gadsden County,Fl
32403,746,Panama City,Bay County,Fl
32133,732,Eastlake Weir,Marion County,Fl
32430,732,Clarksville,Calhoun County,Fl
33921,726,Boca Grande,Lee County,Fl
33849,713,Kathleen,Polk County,Fl
34215,683,Cortez,Manatee County,Fl
33051,650,Key Colony Beach,Monroe County,Fl
34498,629,Yankeetown,Levy County,Fl
32437,620,Ebro,Washington County,Fl
33438,609,Canal Point,Martin County,Fl
33960,581,Venus,Highlands County,Fl
33858,573,Loughman,Polk County,Fl
33848,549,Intercession City,Osceola County,Fl
34268,508,Nocatee,DeSoto County,Fl
34250,495,Terra Ceia,Manatee County,Fl
33854,446,Lakeshore,Polk County,Fl
32079,439,Penney Farms,Clay County,Fl
32509,428,Pensacola,Escambia County,Fl
32410,412,Mexico Beach,Bay County,Fl
33503,401,Balm,Hillsborough County,Fl
33847,374,Homeland,Polk County,Fl
32631,370,Earleton,Alachua County,Fl
34137,369,Copeland,Collier County,Fl
32658,354,La Crosse,Alachua County,Fl
33001,340,Long Key,Monroe County,Fl
34762,319,The Villages,Lake County,Fl
32648,316,Horseshoe Beach,Dixie County,Fl
32683,310,Otter Creek,Levy County,Fl
32361,297,Wacissa,Jefferson County,Fl
33856,297,Nalcrest,Polk County,Fl
32355,291,Saint Marks,Wakulla County,Fl
32681,288,Orange Lake,Marion County,Fl
32664,285,McIntosh,Marion County,Fl
33877,269,Waverly,Polk County,Fl
32639,261,Gulf Hammock,Levy County,Fl
32970,252,Wabasso,Indian River County,Fl
34661,250,Nobleton,Hernando County,Fl
32228,224,Jacksonville,Duval County,Fl
33944,186,Palmdale,Glades County,Fl
32697,185,Worthington Springs,Union County,Fl
33924,161,Captiva,Lee County,Fl
32463,158,Wausau,Washington County,Fl
34140,155,Goodland,Collier County,Fl
34679,144,Aripeka,Pasco County,Fl
34139,143,Everglades City,Collier County,Fl
33855,126,Indian Lake Estates,Polk County,Fl
32616,123,Alachua,Alachua County,Fl
32013,117,Day,Lafayette County,Fl
32323,104,Lanark Village,Franklin County,Fl
32360,98,Telogia,Liberty County,Fl
32692,88,Suwannee,Dixie County,Fl
32337,81,Lloyd,Jefferson County,Fl
32356,79,Salem,Taylor County,Fl
33867,76,River Ranch,Polk County,Fl
34141,74,Ochopee,Collier County,Fl
33744,71,Bay Pines,Pinellas County,Fl
32061,59,Lulu,Columbia County,Fl
33835,57,Bradley,Polk County,Fl
34267,56,Fort Ogden,DeSoto County,Fl
32830,49,Orlando,Orange County,Fl
32530,38,Bagdad,Santa Rosa County,Fl
32072,37,Olustee,Baker County,Fl
34729,36,Ferndale,Lake County,Fl
32182,30,Orange Springs,Marion County,Fl
32610,25,Gainesville,Alachua County,Fl
32634,19,Fairfield,Marion County,Fl
33530,18,Durant,Hillsborough County,Fl
